Loans,ParentsIncome,NumberOfSiblings,StudentIncome,WorkExperience,Education,MinimumWage,Grades,TuitionPaid,Years,College,OutOfState,PreferenceForNiceThings,NumberOfRoomies,State,Materials
1,56172.89672,7,10004,4,0,1,1.4,13504.66103,2,3376.165257,1,3,2,1782.187436,1665.17501
0,26237.75917,3,6000,4,0,0,3.2,0,0,7911.981183,0,2,9,10309.53626,551.3568404
1,63722.54586,7,16000,2,0,0,1,12671.45102,2,3167.862755,1,8,3,3801.441227,4125.575277
1,48217.6077,1,14006,1,1,3,2.1,39335.46587,4,9833.866468,0,2,5,4582.145869,1195.536621
1,81311.33999,4,12006,2,0,3,3.3,117713.6499,6,9809.470826,1,3,2,1827.494962,2770.211849
0,83476.98414,8,38004,2,1,1,1.4,22000.3747,2,5500.093674,1,9,4,6643.992918,628.2228934
1,81150.95732,6,32002,1,1,1,1.7,69545.11348,5,6954.511348,1,8,6,11236.12199,4616.473006
1,55408.9331,5,2000,0,1,3,1.5,52180.79641,6,4348.399701,1,3,9,6610.093996,3329.238716
1,30147.35318,9,6,3,1,1,2.9,0,0,6197.499032,0,8,6,4019.131325,1957.241975
1,6623.984988,3,36014,7,0,2,1.2,57445.0354,7,8206.433629,0,5,1,12267.56805,3284.569354
1,63717.10573,7,6,6,0,1,3.5,30428.10024,5,6085.620049,0,6,1,6763.073625,2286.659316
1,31583.60621,2,6001,1,0,1,1.1,55289.95244,3,9214.992074,1,5,5,6791.900731,704.3302251
1,63897.32599,2,6024,4,1,3,1.4,65640.01885,4,8205.002356,1,8,5,7464.358752,3564.347574
1,43767.06575,6,2001,1,0,1,2.3,35343.74088,6,5890.62348,0,5,9,12181.99177,2964.541145
0,46999.14704,0,32014,7,0,2,3.7,43928.59185,7,3137.75656,1,0,8,6679.074982,1932.126037
1,14800.61393,2,22042,7,1,3,3.7,39505.08285,6,6584.180475,0,8,3,10139.87164,761.3410291
1,55192.15382,0,16014,7,0,2,0.8,105175.3478,7,7512.524841,1,1,5,6161.364583,519.8099008
1,14163.22985,6,4,1,1,2,3.9,34370.01614,4,8592.504035,0,8,7,9446.541813,2844.963
1,15181.83861,0,16018,6,0,3,2.6,76458.8508,4,9557.35635,1,5,3,8799.518238,3471.65163
0,23834.42526,5,38024,4,1,3,3.4,14836.22273,1,7418.111367,1,2,7,4640.629527,3983.677718
0,91101.76989,5,18004,4,0,1,0.3,5362.903409,1,5362.903409,0,9,4,4153.732319,488.5307125
1,88570.35445,5,20004,1,1,2,0.1,6774.629876,2,3387.314938,0,7,1,5327.175242,641.6376339
1,2491.927137,7,20006,3,0,2,2.6,4654.170665,1,4654.170665,0,7,3,13402.62074,4538.193798
1,86549.42433,8,2000,2,0,0,3.8,15763.06534,2,3940.766336,1,9,1,2812.767469,301.9339049
1,75870.88007,5,6006,3,0,2,2.9,8155.069883,2,4077.534942,0,7,0,13512.75678,2969.983499
1,77280.22841,1,16016,4,1,2,1.5,21381.45081,2,5345.362704,1,5,4,5413.164481,1438.178969
1,27953.80373,5,20008,4,0,2,3.2,38947.3965,6,6491.232751,0,8,2,10983.74176,4390.295929
1,13502.44167,7,12012,2,1,3,2.8,43957.6919,5,8791.53838,0,2,6,7186.375195,4927.932835
1,76835.88427,4,26006,3,1,1,0.4,43727.63185,6,7287.938641,0,4,1,6908.13063,4494.932518
1,63776.84589,5,32018,3,1,3,2,61963.60383,7,8851.943405,0,8,4,5326.05777,4037.832615
1,56346.16571,6,20012,4,0,3,3.7,0,0,4669.626588,1,4,0,10354.27303,3401.7863
1,92031.24096,5,16004,1,1,2,3.4,24734.49125,3,8244.830415,0,5,4,11554.91897,2461.963037
1,35579.81002,2,4000,0,0,0,2.6,14716.84278,1,7358.421392,1,9,5,10165.04519,4580.620272
0,51309.68749,4,34006,2,0,3,0.3,3932.973386,2,983.2433465,1,0,5,304.0330501,3758.332649
1,65662.46529,3,30002,1,1,1,0.1,10582.6083,3,3527.536101,0,8,0,7214.914988,407.0899187
1,6508.288955,8,28006,3,1,1,3.9,1713.894057,1,1713.894057,0,5,0,9609.294711,2115.159585
1,25348.38339,4,24012,6,0,2,0.6,44950.23541,7,6421.462202,0,3,0,8583.720453,258.4247451
1,96710.41547,4,20014,7,1,1,3.8,101568.9347,7,7254.923906,1,6,5,11218.64514,1278.723503
0,98307.10421,2,8012,4,0,3,1.3,752.3867552,7,107.4838222,0,2,1,795.5429241,3925.253701
0,71205.85091,2,36004,4,0,1,1.6,29889.3602,5,5977.87204,0,2,4,8589.421874,2041.994619
0,55212.10928,3,26007,7,0,1,2.6,7045.613962,2,3522.806981,0,7,8,1535.405796,1257.127193
1,24726.15598,7,2012,4,0,3,3.9,4281.628902,6,356.8024085,1,1,5,1635.921283,3339.390929
0,72517.59696,9,38006,3,0,2,0.2,16452.04314,4,4113.010785,0,2,2,9956.360335,605.8433253
1,67371.91902,2,8000,0,1,2,2.5,4407.425347,3,734.5708912,1,5,4,5288.32469,4634.904783
0,84527.85842,2,34000,7,0,0,0,4807.778052,3,801.296342,1,9,5,6893.162226,2563.446648
0,52705.11873,8,28008,4,1,1,0.7,0,0,9574.832594,1,2,9,13512.49475,1467.026338
1,46207.66319,1,32000,4,1,0,2.3,99581.11719,5,9958.111719,1,7,0,12246.06643,2192.359744
1,71474.5454,1,12000,0,1,0,2.3,53458.56145,7,7636.937351,0,2,5,12034.76835,496.8536102
1,57797.83485,6,20,5,1,2,3.1,18225.74037,1,9112.870187,1,5,4,11702.93002,4091.153853
0,51167.9832,4,24000,0,1,3,0.5,5876.58383,7,839.5119756,0,1,8,9772.744093,3450.928948
1,80687.05728,9,14001,1,0,1,2.2,105870.5409,6,8822.545072,1,5,0,8597.48884,4200.099992
1,30557.34013,2,8000,0,0,0,1.8,4934.652027,7,704.9502895,0,7,5,9161.10749,2126.11318
0,77300.11564,5,34012,2,1,3,0,1792.812107,1,1792.812107,0,3,6,12614.83133,354.1391911
0,10148.68731,9,18000,7,0,0,1.8,8821.47702,1,8821.47702,0,1,8,8525.341554,2961.383937
1,87814.77935,8,4012,6,0,2,0.6,50899.0915,5,5089.90915,1,2,5,12287.06351,4252.776205
1,34033.16134,7,10002,1,1,1,3.7,113079.9795,7,8077.141396,1,9,5,1780.122829,4801.119538
0,83402.74477,4,26030,5,1,3,0.3,9897.398622,2,4948.699311,0,3,1,5228.934233,2115.583733
1,45488.58228,9,16016,4,1,2,0.7,35345.80231,5,3534.580231,1,7,6,5885.819037,1097.63241
0,20647.89812,5,12004,4,0,1,1.9,8278.915742,1,8278.915742,0,3,6,9085.510764,1270.02708
0,31128.29698,7,24002,1,1,1,3.9,34457.94948,4,8614.48737,0,6,8,1549.371084,1137.059778
1,39272.6838,8,4012,6,1,1,2.4,9425.755342,4,2356.438835,0,6,9,6887.878714,3585.270068
1,46067.97125,7,12000,4,0,0,1.5,16000.26683,6,2666.711138,0,7,2,3077.658551,2592.457188
1,29878.54352,6,2006,3,0,2,2.5,2909.810891,1,2909.810891,0,0,7,11008.55806,355.7926216
0,38721.08341,0,8007,7,0,1,0.1,1765.115626,7,126.0796876,1,3,8,3207.820654,1428.156929
1,34097.40658,1,8006,2,0,3,2,16129.16511,3,5376.38837,0,9,7,10128.50445,2028.103621
0,54413.30838,1,32005,5,0,1,0.5,0,0,5581.473551,1,4,5,8931.798122,903.795744
0,96599.92187,0,36010,5,1,1,3.9,49068.83437,5,9813.766875,0,4,6,2396.769881,1089.416337
1,74423.16457,9,12002,1,1,1,0.8,25096.2353,3,8365.411768,0,5,1,11479.71349,1772.696017
0,71995.34917,5,12008,4,0,2,2.4,0,0,5730.064787,0,0,8,4889.721248,4791.245025
0,50156.03985,3,32008,2,1,2,1.8,26851.4738,7,1917.962414,1,1,0,2378.569631,3831.372972
1,64977.13606,6,20006,1,1,3,0.9,28671.57288,2,7167.893219,1,6,5,9346.899581,3447.208232
0,62992.3918,3,30024,4,1,3,1.6,5021.136915,3,1673.712305,0,2,9,154.7127926,762.201855
0,3160.569547,2,26000,0,1,1,1.7,0,0,1579.433518,1,4,3,4726.19608,1066.294432
1,76567.66535,9,16000,5,0,0,0.6,53195.41716,6,8865.90286,0,8,9,4627.589239,4390.930478
0,18600.92174,0,26014,7,0,2,1.3,24068.09981,7,1719.149986,1,4,3,8677.953638,798.9445194
1,35359.6945,0,4010,5,1,1,3.9,13122.85612,6,1093.571344,1,4,4,6084.623698,3835.702343
1,61376.05583,1,32006,1,1,3,2.2,77262.40462,7,5518.743187,1,1,8,2378.335182,4211.317054
1,31728.45413,3,30009,3,0,3,2.5,49222.69011,5,4922.269011,1,7,6,14487.78292,4828.496438
1,18352.9095,9,6010,5,1,1,3.6,59278.41405,5,5927.841405,1,2,5,12241.60301,1759.334349
0,52235.78048,2,38020,5,1,2,0.4,10034.24455,3,3344.748182,0,6,3,13910.72091,1908.826564
0,69377.47708,9,36000,0,1,3,3.6,59882.07117,7,8554.581596,0,6,5,5775.187829,3472.977441
1,12215.87568,4,8004,1,1,2,2.5,72966.90305,5,7296.690305,1,6,4,6647.671034,559.1267973
0,51336.60939,9,32000,2,1,0,2.8,4664.135732,3,777.3559553,1,1,9,148.1673552,779.0303111
1,50850.24181,4,32002,1,0,2,0.6,53573.06946,7,7653.295637,0,3,8,9068.374079,4114.137626
0,12161.66187,2,36030,5,1,3,2.4,9837.614416,6,819.8012013,1,6,8,12051.44168,913.1265806
0,20417.57021,6,34003,1,0,3,2.9,10171.68363,1,5085.841813,1,1,3,4973.466591,4140.481784
1,92885.79969,9,18002,2,0,1,3.3,10249.70701,4,2562.426752,0,8,4,14080.01091,4984.107903
1,63654.60582,2,8021,7,0,3,0.3,112987.3842,6,9415.615354,1,5,4,11350.88034,2666.461926
0,28634.39294,6,30000,4,1,0,0.8,29081.08797,4,7270.271992,0,2,7,12130.17488,1882.887958
1,14498.46083,4,16000,7,1,0,3.7,0,0,5234.443599,1,8,4,14938.71693,4838.692624
0,62905.63047,5,26028,7,1,2,1.7,8632.414789,3,2877.471596,0,6,7,8717.468886,2394.03896
1,44023.41656,2,14008,4,0,2,2.7,117292.2817,6,9774.356811,1,3,1,468.6559998,250.075371
0,41211.56015,0,16006,6,0,1,0.5,7071.738763,1,7071.738763,0,0,0,2984.139797,3541.047744
0,58777.85939,7,14000,0,1,3,3.3,17388.82302,2,4347.205755,1,0,8,4062.824886,4454.206807
0,80835.73145,0,4008,2,1,2,3.6,5148.081682,7,735.4402403,0,3,6,12060.35439,2423.922898
1,11124.56272,0,2000,5,0,0,2.5,2916.763546,6,243.0636288,1,0,4,8478.629051,3711.028976
0,72272.17007,2,38010,5,0,2,1.5,2243.712903,2,1121.856452,0,2,4,13847.38713,1936.555679
0,33588.69038,8,28000,3,0,0,3.8,40009.52662,6,6668.254437,0,1,8,8113.9367,3183.92458
1,76407.36862,4,0,0,1,2,0.8,14527.58607,1,7263.793033,1,9,3,11680.38086,4515.395673
0,63659.20336,7,38006,1,1,3,1.8,928.1786077,7,132.596944,0,3,5,4561.415476,3097.848501
1,13173.75136,3,16000,2,1,0,0.8,23446.59901,4,2930.824877,1,7,4,2660.977361,622.8359169
0,75137.4876,3,26000,3,1,0,1.3,11349.87658,2,2837.469145,1,4,9,2404.073389,4026.817123
0,89083.72476,9,36028,7,1,2,3.3,46450.34662,7,6635.763803,0,1,6,4394.471564,4677.742564
0,25350.22608,1,36003,3,0,1,3.6,64084.36896,4,8010.54612,1,2,4,8327.735824,260.2487319
1,40891.09881,2,14008,2,1,2,3.8,98871.79236,7,7062.270883,1,9,7,11615.20728,2473.008615
1,81103.59523,4,12009,3,0,3,1.4,2828.475566,1,2828.475566,0,6,6,14184.6499,3602.224626
0,4689.066508,6,26002,1,0,2,3.9,0,0,7396.85126,1,1,5,4191.639741,3661.401438
1,55428.64191,5,24000,4,1,0,1.1,30819.65107,6,5136.608512,0,5,6,906.0343756,1095.385478
0,62121.22328,4,18004,1,1,2,1.3,8244.82902,1,8244.82902,0,4,5,4817.32249,1490.831077
1,67017.1347,9,2000,0,1,0,3.8,8453.394739,2,4226.69737,0,1,1,10187.19139,1422.132788
1,12307.04126,7,14006,3,1,1,0.4,19513.43553,4,4878.358883,0,2,7,1337.491508,597.0050734
1,45624.05046,4,8030,5,1,3,2.9,15924.72724,2,7962.36362,0,8,3,4789.199761,2333.663472
1,5969.913678,4,8000,6,0,0,0.1,0,0,3819.431124,0,7,5,6238.407466,27.99631501
0,75517.97623,1,38001,1,0,1,1.2,0,0,4793.977535,1,8,1,3090.869239,2070.236378
0,31650.51191,9,38008,4,0,2,0.3,18581.77235,7,1327.269453,1,4,9,10634.53123,315.2917073
1,16074.76914,3,20000,4,0,0,0.4,48513.75488,5,9702.750975,0,8,5,13880.29477,459.9170277
1,55669.94737,6,4024,4,1,3,0.6,7013.899992,1,3506.949996,1,5,1,1857.797963,1321.989541
0,13357.78762,6,36006,2,0,3,2.4,12910.50868,1,6455.254342,1,9,5,9439.141188,4233.911529
0,83198.13355,1,36012,6,0,2,0.5,28580.42752,3,9526.809175,0,1,6,3146.176689,2105.638244
0,64697.95996,0,38000,0,0,1,0.9,26672.90445,4,6668.226112,0,5,6,7614.142781,4126.550005
0,50940.0564,6,36006,1,1,3,1.5,16950.6791,2,8475.339552,0,3,7,945.0904244,4393.661296
1,86553.91144,3,0,0,1,3,1.6,41196.19358,3,6866.032264,1,6,9,10755.11717,3156.539026
1,28718.93762,0,28000,0,1,3,0.7,0,0,1082.56792,1,5,0,7221.202492,4214.243578
0,7416.418565,3,18004,1,1,2,3.2,6502.752167,7,464.4822976,1,3,0,1842.036309,2076.379403
1,24086.0865,7,8024,4,1,3,1.7,1207.824513,3,402.608171,0,8,9,9371.472133,2146.29076
0,61442.09899,5,38015,5,0,3,1.3,32273.29996,5,3227.329996,1,9,5,3593.21211,1002.305989
0,79328.96625,0,16015,5,0,3,1,20777.78735,6,3462.964559,0,2,2,8147.425404,9.847659001
1,46973.63231,6,6000,2,1,0,2.5,35216.11567,5,7043.223134,0,0,9,615.2353452,624.801629
1,8839.008424,2,6000,0,0,0,0.5,21523.98416,3,7174.661388,0,8,9,4014.590596,3634.195976
0,38279.74068,3,24020,5,1,2,3.3,0,0,5427.660142,0,3,4,5328.627418,1629.092582
1,41880.28985,4,6002,2,0,1,0.2,535.8835824,7,76.55479749,0,4,4,9464.627073,3800.002327
1,31471.58931,1,6,2,0,3,0.8,15884.33497,2,7942.167484,0,1,8,11498.45684,138.0641844
1,60597.84005,9,4008,2,1,2,2.7,24145.27415,6,4024.212358,0,8,8,2076.181902,3760.633041
1,3807.167983,6,2,1,0,2,2,129420.6656,7,9244.333255,1,3,3,14044.63664,1132.931434
1,47210.27925,2,4000,0,0,0,0,11205.07347,1,5602.536737,1,1,6,99.99173821,2636.702576
0,14076.10981,1,38000,0,0,3,3.1,1525.007792,5,305.0015585,0,0,7,179.3195493,3962.363527
0,72047.46859,0,22004,1,1,2,1,0,0,9780.965533,0,4,7,10792.74153,2558.827717
0,55063.48723,3,14001,1,0,1,0.5,0,0,2598.03591,1,3,7,8765.278195,4959.823352
1,26673.70022,7,16000,0,1,2,0.1,18762.22844,4,4690.557109,0,9,6,3392.261378,4428.186806
1,19600.40174,6,20,5,1,2,3.9,3269.753019,1,3269.753019,0,4,1,166.6285766,260.321999
0,4943.932207,9,34018,3,1,3,3.9,24223.33545,3,8074.445149,0,7,2,8207.881071,40.88911419
0,80220.52502,6,32003,3,0,1,2.6,18757.77939,3,6252.593131,0,5,2,7191.440783,2468.13219
0,87978.89389,2,18016,4,1,2,1.6,2488.450842,1,2488.450842,0,1,7,3462.027721,256.4655197
1,22728.57826,2,30021,7,0,3,2.7,19735.96136,1,9867.980679,1,5,0,4530.722672,2027.663392
1,20306.16607,9,26018,6,0,3,1.7,101861.1509,7,7275.79649,1,4,9,12722.23093,190.9716463
1,68242.83642,7,4002,1,0,2,1.8,26673.79095,5,2667.379095,1,8,4,4626.99588,4112.448552
1,66572.69486,4,2005,5,0,1,3.4,2362.624105,2,1181.312052,0,8,2,1514.153952,734.5782697
0,36514.45553,0,28000,0,1,2,1.9,34126.16725,3,5687.694541,1,0,8,8531.523983,2141.821359
0,77252.01169,4,36004,2,1,1,0.5,2405.357636,3,400.8929393,1,8,8,7305.162049,2289.15856
0,58346.06417,7,26000,2,0,0,3.1,18783.62232,7,1341.687309,1,7,9,2425.74304,2897.922289
1,97146.91637,6,26000,0,0,0,0.4,0,0,7232.624925,1,2,0,10854.8967,3107.283993
1,15528.50536,4,16010,5,1,1,0.2,81221.62573,5,8122.162573,1,2,3,14736.37515,71.47010437
1,59627.76643,6,34016,4,1,2,2.1,42524.52297,5,4252.452297,1,1,0,8360.068257,4436.09656
1,32717.40586,6,18024,6,1,2,3.4,38418.75964,7,5488.394235,0,0,0,8497.200287,4028.764972
0,43805.00325,7,34012,2,1,3,1.5,38944.81837,3,6490.803062,1,7,1,1407.274034,1339.745866
1,63673.70661,6,10000,5,1,0,0.8,60812.23895,4,7601.529869,1,3,7,4274.218916,3064.167425
0,95691.0713,7,20000,7,1,0,0,16906.97867,2,8453.489335,0,6,7,3844.461522,601.1593156
0,28866.35709,5,14000,6,1,0,3.4,18583.63204,7,1327.402289,1,3,7,3180.650115,4657.776357
1,65916.33405,2,32030,5,1,3,2.2,110056.8623,6,9171.405191,1,8,9,10034.16347,450.3717551
0,95029.98775,3,14000,3,1,0,2.6,0,0,9392.454821,0,1,1,13817.88901,2052.983819
1,1778.442725,5,22001,1,0,1,2,59575.46984,7,4255.390703,1,9,1,4573.681147,4341.96611
0,37387.11758,2,38010,5,0,2,0.8,14648.56489,4,1831.070611,1,0,9,5211.553891,2519.050767
0,18356.65086,1,22018,6,0,3,1.9,21648.36409,6,3608.060682,0,6,9,5077.127888,4350.985039
1,15327.28274,1,30012,3,1,2,2.1,6534.110211,7,933.4443159,0,9,0,4808.548286,2535.432761
1,67696.46978,8,28008,4,0,2,0.8,15062.80249,5,1506.280249,1,5,0,4844.249493,1527.524366
0,67909.68868,3,34012,6,0,2,3.1,9358.164693,3,1559.694115,1,0,3,14280.94478,1049.842836
0,70162.04741,5,20000,1,1,0,1,3464.658006,7,247.4755719,1,9,4,4261.343371,2014.206371
1,45830.98917,5,18006,2,0,3,2.4,41638.17463,3,6939.695772,1,5,0,6478.73714,2419.287223
0,59176.69335,1,20042,7,1,3,2.6,0,0,6623.749748,0,2,7,7755.070791,1740.200371
0,10253.89878,1,30006,2,0,3,2.3,5513.259998,6,918.8766663,0,1,8,10805.09395,2773.989206
1,80895.69677,9,6012,6,1,1,3.9,18785.32159,2,9392.660794,0,2,4,8394.979179,3333.407787
1,50078.67756,2,6000,4,0,0,1.3,5873.868137,5,1174.773627,0,5,7,8045.151145,3049.129711
1,43893.91089,1,14006,6,0,1,0.2,88656.4322,6,7388.036017,1,0,3,11427.79005,908.4794947
0,51342.95309,7,10012,6,1,1,2.9,5736.884624,1,5736.884624,0,0,5,1487.330967,1727.063746
1,49011.30615,1,14000,2,1,0,0.3,58060.18899,3,9676.698165,1,3,2,824.0882148,2157.388093
1,37243.54995,4,14000,0,1,2,0.6,69801.89971,5,6980.189971,1,8,3,10736.23659,4076.601446
1,52254.79648,9,10000,0,0,0,1.4,15265.99562,1,7632.99781,1,1,6,7850.739237,2701.50666
1,43459.6437,6,16003,1,0,3,1.4,9147.710921,7,1306.815846,0,8,6,14968.45403,1621.053314
1,54349.16002,4,18004,2,1,1,2.3,2672.42329,1,1336.211645,1,8,1,3872.646191,2408.487016
0,83275.36328,4,26042,7,1,3,0.9,21989.9905,6,3664.998416,0,7,6,405.0011448,366.6812429
1,28391.18002,8,2009,3,0,3,0.7,21486.84312,6,1790.57026,1,4,2,3764.529433,2530.074037
0,3509.803768,1,16000,0,1,0,3.4,16050.31576,4,4012.57894,0,2,9,7601.677753,3406.0902
0,8968.046282,1,12000,2,0,0,0.5,6657.580899,4,832.1976123,1,3,5,5183.839512,1178.565468
1,89314.92678,4,6000,0,0,0,1.2,4496.667175,4,1124.166794,0,8,3,8283.304205,2953.490482
1,79327.62096,8,36000,0,1,3,0.5,29141.02082,3,9713.673608,0,9,2,3305.204458,2735.866972
1,53863.75345,5,14008,4,0,2,2,60048.37752,7,8578.339646,0,4,5,6184.937353,1876.146279
1,30526.52106,0,18004,2,1,1,1,61871.051,7,8838.721571,0,1,4,2131.057051,913.5297881
1,30895.75587,2,8000,6,0,0,2.3,0,0,7053.56637,1,6,3,7025.282852,2466.271896
1,41337.15993,3,20004,4,0,1,1.5,7751.953159,1,7751.953159,0,5,2,13966.36063,3245.970286
0,52888.93719,7,24003,3,0,1,0.7,6996.420997,7,999.4887139,0,5,7,2971.324588,3914.464723
1,13673.4713,2,6,3,1,1,1.7,0,0,3870.505905,0,0,8,3177.6859,2612.581945
1,38668.69289,7,22000,4,0,0,0.4,18720.40452,3,6240.134839,0,9,3,6815.598965,4252.364309
0,67554.55969,6,6016,4,1,2,3,0,0,6862.528363,1,1,6,14672.26406,150.6371531
0,68332.55885,8,34002,1,0,2,0.4,32247.95543,3,5374.659238,1,6,8,3295.470413,1143.2585
0,70380.7408,1,34000,6,0,0,1.7,2581.821672,4,322.727709,1,1,0,12776.93349,2806.110515
0,64059.98701,9,28008,2,1,2,3.3,1171.124744,2,585.5623719,0,2,1,5707.939236,4852.6647
1,86001.94081,2,8,2,1,2,0.7,8420.881037,1,4210.440518,1,0,4,4176.287431,3398.590343
1,94562.27351,4,8002,2,0,1,2.4,18359.54743,1,9179.773714,1,6,1,2947.970904,1792.395362
1,36035.06787,2,38000,0,1,2,1.8,18549.56179,2,4637.390448,1,9,0,2928.416793,4249.605067
0,82471.10479,6,16000,0,1,3,3.6,55138.95977,6,9189.826628,0,0,4,4455.07649,1054.317929
1,91220.47704,8,12010,5,1,1,1,33928.91713,3,5654.819522,1,0,4,10848.31768,2000.692305
1,27741.10596,6,24000,4,0,0,3.9,116630.8763,7,8330.776875,1,8,0,3325.951032,688.7172467
1,24825.7454,0,16008,4,0,2,3,37132.53651,6,6188.756085,0,6,7,11942.4085,3662.433948
1,70975.6414,9,14036,6,1,3,2.6,20171.09577,6,1680.924648,1,6,7,13865.46111,425.5289339
0,97528.63724,6,36010,5,1,1,0.7,9594.923155,1,9594.923155,0,0,0,873.9778857,1558.11385
0,75116.69972,6,26000,0,1,2,3.9,17179.27234,1,8589.636171,1,1,2,3544.748916,4986.636265
1,92531.38754,6,12000,0,0,2,3.9,171.6075249,2,85.80376245,0,7,5,12154.88672,1577.245337
1,49440.58816,2,16000,5,0,0,2.8,7170.893142,1,7170.893142,0,5,3,9961.548771,3633.756148
0,73591.44247,9,28000,6,0,0,0.4,10085.06652,7,1440.723789,0,6,3,5488.974571,338.8802539
1,17419.26636,7,18000,0,0,1,0.5,2405.697397,2,1202.848699,0,4,2,13086.78536,217.9120469
0,80620.83695,6,38000,1,1,0,0.6,3431.960023,1,3431.960023,0,2,5,10074.99137,651.2054627
0,2768.630559,1,26042,7,1,3,3.3,59995.49605,7,8570.78515,0,1,4,3986.467146,3909.795817
0,73418.7461,2,32008,2,1,2,2.2,5628.703173,3,1876.234391,0,8,6,11769.7819,2974.519293
0,89990.45936,7,28014,7,0,2,0.9,17169.66511,2,4292.416277,1,3,5,5140.196679,4305.879996
0,20043.05544,7,26012,4,0,3,3.4,0,0,5514.197418,0,0,9,8279.310397,2888.404642
0,55838.3903,2,36000,0,0,1,2.9,11140.42057,2,5570.210284,0,2,6,9252.640102,2886.178394
1,66063.28604,8,10000,0,1,0,2.2,62801.67417,4,7850.209271,1,5,5,10355.63474,1658.259797
0,18778.54083,7,30030,5,1,3,2.3,0,0,3006.821595,1,4,6,6335.842896,4948.079581
1,64122.12833,4,12,6,0,2,1.5,28685.14313,3,9561.714378,0,2,5,5049.379769,2285.709752
1,39728.99298,8,8008,4,1,1,0.7,0,0,2271.801098,0,2,0,7888.335781,2539.856449
0,95770.39906,2,30006,1,1,3,2,9593.119147,4,2398.279787,0,0,6,1312.756564,4168.778045
0,8770.102915,9,36002,2,0,1,3.6,78114.15426,6,6509.512855,1,1,3,3740.458154,680.8575128
1,21979.52762,2,34006,3,1,1,1.2,25887.34713,3,8629.115711,0,9,0,14456.11251,386.6994154
0,34669.46896,1,16004,4,0,1,2.6,437.2511989,3,145.7503996,0,6,7,1329.202367,676.693423
0,36446.70313,2,6000,1,1,0,0.8,3901.528083,1,3901.528083,0,0,9,7927.434591,2417.253049
1,77595.77431,8,12020,5,1,2,2.3,25738.28448,3,8579.428159,0,8,5,11546.73414,1653.942344
1,90509.73908,2,16000,4,0,0,2.9,42652.29974,5,8530.459948,0,6,1,3603.494843,3926.170713
1,59278.22646,5,20004,4,0,1,3.7,72877.1034,4,9109.637925,1,9,6,7759.084333,4483.626632
0,78664.83223,1,34010,5,0,2,1.6,9398.578671,1,9398.578671,0,8,5,14234.17792,2213.401772
1,2609.011747,9,0,1,1,0,0.7,31715.61464,4,7928.903659,0,0,0,8929.138736,1787.516057
0,83783.10545,7,14005,5,0,1,1.1,5495.841275,1,2747.920637,1,3,9,4702.849426,1371.599284
0,73970.04696,9,38036,6,1,3,1.9,7042.720524,4,880.3400655,1,5,4,4113.693351,4872.589035
1,806.6489171,3,16003,1,0,3,0.5,40391.76592,7,5770.252275,0,4,7,1821.055986,1823.713009
1,43849.42992,2,16000,5,0,0,1.1,19943.84029,6,3323.973381,0,6,6,2695.701763,1183.265523
1,55407.44738,7,28,7,1,2,1.2,49469.21931,4,6183.652414,1,3,8,12776.09683,622.1433721
1,65626.59669,8,38014,7,1,1,1.4,57727.08055,7,8246.725793,0,5,0,12584.16812,1697.219386
1,83758.86277,9,0,6,0,0,1.5,16281.21913,5,3256.243825,0,9,7,4262.021636,4887.680655
1,59758.53134,8,28000,6,1,0,0.1,36214.23321,4,9053.558303,0,9,5,1686.961212,151.6737487
1,66352.29869,1,9,3,0,3,2.3,4676.403258,5,935.2806517,0,8,9,11456.52732,754.8653568
1,63074.27481,7,8024,4,1,3,0.4,86134.05683,7,6152.432631,1,8,6,14965.83789,898.4516299
1,14364.0967,0,28021,7,0,3,0.4,19229.47908,1,9614.739541,1,7,1,6037.694984,2690.436132
1,62268.5945,5,10000,0,0,1,2.6,6924.912432,2,1731.228108,1,8,3,3059.212921,1896.30298
1,93025.73531,8,14006,6,0,1,3.4,79741.49488,5,7974.149488,1,2,9,3803.091651,2750.930239
0,71021.77306,4,34000,4,0,0,3.9,31046.06159,6,5174.343599,0,4,5,2807.342271,524.175951
0,62832.10846,4,36001,1,0,1,3.3,45067.09999,5,4506.709999,1,2,1,9946.934511,2129.995032
1,8672.758175,6,22006,6,0,1,3,90697.34974,7,6478.382124,1,9,4,1458.297958,4816.4257
1,26126.88157,5,26000,0,1,3,0.5,43592.71967,7,6227.531381,0,6,0,4785.836934,3146.087111
1,37003.09401,7,16018,3,1,3,0.9,17615.47326,1,8807.736628,1,5,4,4097.611229,2502.56049
1,2610.009915,1,2000,0,0,0,2.5,23124.3646,3,7708.121534,0,0,5,11484.68543,1506.627099
0,53044.93976,4,18000,7,1,0,3,4753.444736,5,950.6889472,0,0,1,14595.1318,4538.269116
1,58577.0137,4,38010,5,0,2,0.5,7161.228957,7,1023.032708,0,8,2,13631.07361,107.6383154
0,69314.67282,8,24002,1,1,1,0.7,4830.20851,1,2415.104255,1,4,6,13087.6132,3216.422713
0,40514.40224,2,22024,6,1,2,2.2,3507.796451,2,876.9491127,1,8,7,2556.460838,1465.724466
0,17850.17698,4,26008,2,1,2,3.5,18785.98339,2,9392.991696,0,2,1,5514.209231,448.4580264
0,45408.28695,1,28000,2,0,0,2.5,35076.1898,2,8769.04745,1,6,8,10504.55858,3794.922737
